author,comment,published_at
@FamilyF2,aku salah satu orang yang berharap di setiap rumah sakit ada dokter sokter seperti dokter gia,2026-01-03T02:16:55Z
@ArekGanteng-i5x,Dr Gia bener2 mencintai profesinya yaaa,2026-01-03T02:15:55Z
@sidep5563,gamau bikin buku dok? hampir netes air mata ku denger ceritanya,2026-01-03T02:14:47Z
@42intanmulia70,Lucu banget di ending ngasih 2 jempol😂,2026-01-03T02:14:44Z
@ainasalsabil92,Alhamdulillah pengetahuan saya jadi nambah banyak karena melihat podcast bang Radit dengan Dr Gea Terimakasih bang sering2 ya ngundang Dr Gea untuk berbagi ilmu untuk kebaikan Kita 🙏🙏🙏,2026-01-03T02:11:42Z
@Syntmaru,"Baru buka video lelaki ini lagi, bingung mau lanjut takut ada rahim copot again. Tapi kalo keluar aku penasaran 🗿",2026-01-03T02:11:16Z
@miaanggunpawestri3098,Sumpaaahh dengerin dr. Gia sejam itu kurang 😢😢,2026-01-03T02:10:31Z
@novi_n3,"Astaga masi menit 10an udah ada adegan copot""an kali ini jempol yg copot🥲 rawan viral hahaha semoga antar netizen aja jangan kek kemarin😅",2026-01-03T02:07:11Z
@donysetiawan1282,"top 4 guest versi gua
1. Dr. soft Tirta spoken
2. Dr forensik
3. Dr ikan
4. Dr Gia",2026-01-03T02:05:38Z
@unad5253,dr Gia itu anaknya pak Mahfud MD?,2026-01-03T02:05:07Z
@asdfghjklhoo,Kurang durasinya iniii🤣🤣🤣,2026-01-03T02:04:11Z
@zraustin99,"""the pitt"" nya indo jir, aneh aneh banget casenya. salut dokter gia, respect.",2026-01-03T02:04:07Z
@themorgan7244,"pak dok,makasih atas buku bukunya..
sangat menginspirasi bagi sy.
semua rasa komplit ada,mulai dri ngakak,baper,sedih,duk dan haru,bahagia,suka cita.
paling gong sedihnya itu pas di part tia😭😭
dn part ngakaknya di stase jiwa😂
asli seru bangattt…thanks ilmunya pak dok..
abis baca bukunya aku langsung rewat ulang drama doctor prisoner.,nyambung baangatttt",2026-01-03T02:03:59Z
@whisnu27,Imagine ada yg dengar ini pas lagi ngantri minuman manis kopi2an atau lagi scrol2 gofood. Bubar shay,2026-01-03T02:03:38Z
@kholifahrimamelati9004,Gk sukK bang radit bilang oke okee kek ganggu bgtt,2026-01-03T02:03:32Z
@0bbyss,Gokill keren banget. Ga bosen denger cerita nyaaa. Sehat sehat dok. Semoga bisa denger ceritanya lagi❤,2026-01-03T01:59:49Z
@anggraeniputri9484,Bang undang dr tan shot yen dong,2026-01-03T01:59:34Z
@neesasamut3874,Bahkan di semua tulisan2 beliau tuh kaya bernada😅,2026-01-03T01:59:22Z
@mikkeayu1790,Dr.Gia story telling nya bagus menarik dan orangnya lucuuu... Sukses dan sehat selalu dokter...,2026-01-03T01:59:04Z
@Dropitop,Bang iklan Lastwar survivor mu meresahkan,2026-01-03T01:58:44Z
@HmmmMmm-q1i,"Klo udh gelang ungu, pasien tuh udh disuruh buat menikmati sisa hidupny dengan keluarga ny,, jgn di siksa dengan pengobatan lg😢😢mknya si bapak itu nolak tpi knp dibawa ke IGD y",2026-01-03T01:57:14Z
@azrimuzee5014,.,2026-01-03T01:56:35Z
@naufalghufronazis5231,49:54 wow,2026-01-03T01:56:07Z
@memeyzyy,"ga pernah skip konten bang radit kalo sama dokter, enak di dengernya sambil nyetrika wkwkwk",2026-01-03T01:56:06Z
@DaraWiranegara,"Sukses terus, dr. Gia..selalu menarik story tellingnya..dan penuh pelajaran dengan gaya yg ringan tidak menggurui❤",2026-01-03T01:53:45Z
@nevanaagil7738,Nafas bang radit berasa bgt,2026-01-03T01:52:25Z
@FathanLiyaman,Serasa lagi di gurui sama guru TK😁😁 bikin nagih dengerin nya,2026-01-03T01:51:51Z
@andariy.7177,"Dengar podcast ini setelah baca novelnya dr. gia, berasa dengar audiobook 😆👌✨",2026-01-03T01:51:38Z
@lydiaastuti3840,"Dr Gia bener.orang diabet iku kakinya mati rasa.aku penderita diabet jarum pentul namcep di kakiku berhari² aku gak tau dan gak terasa tau² kakiku bengkak dan infeksi dan akhirnya harus dioperasi dibersihkan.dan penyembuhannya laaama Alhamdulillah setelah jaga pola makan gulaku normal...sehat² semua ya guys.untuk bang radit,team dan dr gia sekeluarga selalu sehat.Aamiin",2026-01-03T01:50:49Z
@estriheni8389,"Selalu suka kalo menyimak penjelasan dr Gia... Serasa lagi kuliah kedokteran versi orang awam...
Pas banget infonya lagi aku butuhkan dlm mendampingi ibuku yg DM...

Makasih dok, makasih Bang Dika...",2026-01-03T01:50:29Z
@efrinda9733,Suka bgt sm dokter gia kl jelasin excited tp masuk bgt penjelasannyaaa,2026-01-03T01:49:11Z
@aytech-ir9ef,"Seneng bgt dengerin penjelasannya,,jaman sekolah fav bgt biologi,keren dokternya",2026-01-03T01:48:51Z
@miraoctaviani8566,gabungin dr gia sama dr tirta gak sih bang😂😂,2026-01-03T01:48:44Z
@muhammadariyandazulyadians7518,"Sumpahhh ini cerita nya bagus banget, terima kasih Dr GIA Dan bang radit kasik kita cerita hidup yang bagus pakek banget banget",2026-01-03T01:48:28Z
@siska-dp1un,HAHAHAHA LALET IJO PARKIR MUNDUR,2026-01-03T01:48:10Z
@ummukhaikala9654,"asli ini mah harus bikin podcast khusus bang sama pak dokter gia, seru banget tapi edukatif, terimakasih",2026-01-03T01:47:35Z
@warnnn,17:10 dijadiin materi stand up lucu bgt iniii wkwkwk,2026-01-03T01:46:05Z
@faisaltanjung5627,jadi inget ayahnya istri meninggal karena stroke😢,2026-01-03T01:46:00Z
@ArintaAdiningtyas,"Dokter Gia kali ini bawa dokumentasi buat barang bukti biar ceritanya ngga dibilang hoax lagi, yaa.. 😅 aku mah dari awal follow dr. Gia selalu percaya, mana mungkin ceritanya ngarang kan, apalagi tempatnya jelas disebut, bisa dirunut kalau mau dibuktikan. 😁",2026-01-03T01:44:50Z
@fen_0907,Kalo dokter penjelasannya begini gua ga ngangngong lg 😅😅,2026-01-03T01:44:10Z
@FyFya-e6l,"Dr Gia kalo cerita full senyum bgtt, resep ningalinya",2026-01-03T01:44:06Z
@rthrth1234,"Andai semua dokter di RSU, Puskesmas kaya beliau semua...... Andaaaaiiiiiiiii",2026-01-03T01:43:49Z
@naurasyavinda373,SUKA BGT sama cara ngomongnya dokter iniiii,2026-01-03T01:42:58Z
@TriaDiah,"Apa yang diomongin dr.gia emg bener semua. Almh ibuku dulu gulanya sampe 599 karna gapernah cek dan ga pantang makan. Skrg ayahku stroke ke 2 jadi parah karna dibawa ke rs nya lebih dari 6 jam. Baru dibawa ke rs setelah 12 jam karna kena serangannya malem jadi gatau. Dan skrg jadi demensia kehilangan sebagian ingatan. Lupa semua nama"" orang dan barang.

Skrg jadi dijaga bgt semuanya.
Stay healty semua🩷",2026-01-03T01:42:48Z
@rahma482-e4m,"Etdeh bener lagi bagus buat ending, gua sampe nanngis dengernya 😭",2026-01-03T01:42:20Z
@ernaawm8927,Bang kurang panjang durasinya. Sedih kali nangis aku nonton nya dimenit terakhir bang😭,2026-01-03T01:41:27Z
@utarimirani,Dokter Gia kesayangan netijen Indonesiaaa,2026-01-03T01:41:25Z
@diannurhasanah3148,akhirnyaaaaa podcast yg kutunggu tungguuuu,2026-01-03T01:39:22Z
@fitraashari8298,Part 3 bareng dr. Tirta mantep,2026-01-03T01:39:20Z
@marliasuripno1442,"Ternyata ajaran orang tua dulu, jika makan tidak ngomong itu releated dgn ilmu kedokteran",2026-01-03T01:38:44Z
@murnirst0507,Part 3 donggs bangg❤,2026-01-03T01:38:26Z
@arynealhaque6320,"Nasi regulasi emosi, dok ah!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂",2026-01-03T01:38:11Z
@adrianyusrinaldi976,"Terimakasih bang radit dan dr gia untuk edukasi nya, izin video nya saya share ke client gym yang punya masalah diet dan gula",2026-01-03T01:37:50Z
@kangun-yoon,crita diending dan closingnya bikin haru 😭😭😭😭😭😭,2026-01-03T01:37:49Z
@rianpalentino671,"best bgt dok cerita cerita nya, ap lg ending nya😢",2026-01-03T01:37:33Z
@nhfri12,Next collab sama dr. Tirta bareng dr. Giaaa yaa,2026-01-03T01:37:15Z
@yantianggreani8231,"Brati organ tubuh manusia,, istimewa ya",2026-01-03T01:36:22Z
@sasanachannel7465,Pengen banget jumpa dokternya buat hilangin overthinking semenjak sakit Asam Lambung😅 kata dokter disini aku lambung cemas.,2026-01-03T01:32:55Z
@saskia_kia,Salfok sama suara nafas😂,2026-01-03T01:32:02Z
@v1v11v6,Setelah rahim copot sekarang jempol copot,2026-01-03T01:31:08Z
@sopyayaaa,"aaa finally dr gia, soo excaitedd",2026-01-03T01:30:38Z
@Itskasma,"Lagi seru2nya dengerin tapi kedistract sama si anak yg ngeluarin kata2 kotor. Tapi percayalah, itu banyak terjadi di pergaulan anak2 sekarang. Bahkan, dikelasku harus sediain aturan, keluar bahasa kotor/kasar mulutnya akan disentil dan yap berhasil..",2026-01-03T01:30:21Z
@Ebicdefg,Akhirnya dr gia lagi😭🎉,2026-01-03T01:29:56Z
@rahmifarida4605,"suka klu ada Dokter Gia, pasti saya nonton dan share , ilmunya banyak , cara ceritanya  yang tertata  Alhamdulillah Thanks Bang Radit",2026-01-03T01:29:06Z
@amell1024,terimakasih penjelasannya selalu bisa di terima oleh orang awam,2026-01-03T01:28:48Z
@audreylevinapatricia3372,33:11,2026-01-03T01:26:22Z
@savitrichairunnisa4454,Kesini gara gara lewat fyp karena cerita uang koin 😂,2026-01-03T01:26:19Z
@MawarIdaman,"tapi dokter pegangin hp terus itu ngapain ya? mau live kah dokternya? atau  buat video, agak terdistraksi",2026-01-03T01:24:14Z
@sryhardianty4983,Merindingnya di part 44:15 detik,2026-01-03T01:23:43Z
@milogigidua1370,2 jam jg betah dengerinnya.. mksh bang radit dan pak dokternya utk cerita²nya yg menginspirasi dan menghiburr ❤,2026-01-03T01:22:31Z
@dhanisx,"abis rahim copot
ini jempol copot 😭 sehat sehat kita semuaa yaa",2026-01-03T01:20:59Z
@katerinekirei,Dokter gia tugas di RS mana ya ?,2026-01-03T01:20:57Z
@ndutvy,dokter gia collab ama dokter tirta seru kyknya 😂,2026-01-03T01:20:44Z
@selniernawati6132,"Terima kasih bang Radit, jujur saya senang sekali dengan penjelasan dr Gia. Btw saya selalu ngikutin loh dokk setiap postingan postingan dr Gia di IG. Terima kasih sudah memberikan informasi yang bermanfaat untuk kami 🙏🏻🙏🏻🙏🏻",2026-01-03T01:20:39Z
@Wildanbastian1679,"2:08 sumpah ada yg malah takut? TOLOL BANGET sih, kan itu dah dikasih tau di dukun, bukan di RS 😪",2026-01-03T01:20:33Z
@coffeeaddict122,🤣🤣🤣,2026-01-03T01:19:06Z
@rizkakaromah5230,"abis nonton ini aku langsung pinter banget, karna dari kosa kata dr gia ngejelasin aku bener2 paham bggtt!! thankyou dok udah edukasi banyak warga negara indonesia❤",2026-01-03T01:18:06Z
@danielcitraw1968,"Buatin film dari pengalaman dr Gea bagus, Bang.",2026-01-03T01:15:44Z
@fitriaaprilia6686,Langsung nonton kalo ada dr gia 😆,2026-01-03T01:15:37Z
@Andi_farinsah,"3:02 ""Donat yang panjang"" 😂
Bener juga",2026-01-03T01:13:10Z
@hanindyaayu2041,"Baca cerita dokter Gia di IG aja udah seru,ini denger langsung dari orangnya seruuuuu banget😍",2026-01-03T01:11:32Z
@dapurkinkin,Ngilu sebadan2 ngebayangin jempol copot,2026-01-03T01:09:54Z
@Yie847,"Bayangin anak kecil ""muka yakuza"" di kelilingi teman teman nobita😂😂😂",2026-01-03T01:08:32Z
@irinaina940,"Mama aku pembuluh darahnya pecah dan itu bertahan sehari aja di rs langsung pergi 😢
Alfatihah untuk mamaku dan alm/almh lainnya",2026-01-03T01:08:05Z
@ramakusuma3203,The great ending… menghargai kehidupan…,2026-01-03T01:05:17Z
@lailuzzulfa,emang yang berlebihan itu ga boleh 😊,2026-01-03T01:04:51Z
@RikaLestari-o2p,Seru banget😂,2026-01-03T01:04:31Z
@senitia.oktaviani,"Positif vibes banget dokter gia, sehat selalu dok terima kasih ilmu nya",2026-01-03T01:02:27Z
@MahfudSapadi,Alhamdulillah Dr gia datang lg sy jadi bs belajar LG soal kesehatan 😇😇🤲💙💪 thanks bang Radit sudah mengundang gia lagi 😇🙏🙏💪💙,2026-01-03T01:01:52Z
@dhiyawu,Dr favorite 🎉,2026-01-03T01:01:46Z
@AyuFahdiar,"Humor kuuu, nasi disuruh regulasi emosi sendiri 😂😂😂",2026-01-03T01:00:58Z
@LiaLia-w6b4x,Sering sering ada dokter gia kak radit,2026-01-03T00:59:41Z
@diens7312,53.35 gue nangiiis baaang 😭,2026-01-03T00:59:04Z
@ikadesi3823,36:25 😂😂😂 astaga.. dokter cina..,2026-01-03T00:57:51Z
@rezkawahyudwiyanti8806,"suka banget nontonnya, positif vibesnya kebawa sampe siniii",2026-01-03T00:57:41Z
@dwisiska8402,"Bang radit, kalo waktunya memungkinkan bisa ga bikin podcast khusus dokter2. Host nya dokter gia sama dokter tirta 😁",2026-01-03T00:57:36Z
@baratriana8758,"Bang Radit, kapan² undang dokter Gia lagi yaa...",2026-01-03T00:56:50Z
@beby7941,Keinget kartun edukasi dolewak 😁 persis penjelasan dokter gia,2026-01-03T00:56:34Z
@annisakhoirunnisa1701,Bg raditttt please dr.Gia 3x seminggu,2026-01-03T00:56:07Z
@huahuahua280,"keknya ada yg disensor nih 😂
aku pernah baca di buku dokter",2026-01-03T00:49:14Z
@dinadee5862,Endingnya bikin mewek😢,2026-01-03T00:47:59Z
@KEN-qe9wo,woop woop baru nonton 4 menit di pagi hari sambil makan bubur saya jeda dulu dah nontonnya lanjut makan dulu 😂 abis itu baru lanjut nonton lagi,2026-01-03T00:47:32Z
@rizkynurbayani224,Duetin sama dr Tirta dong bang raditt,2026-01-03T00:47:10Z
@Acha-r1k,bg radit next undang dr obygn dongg,2026-01-03T00:46:51Z
@jastinobal,Ini mah si dokter lagi sit down comedy 😂😂,2026-01-03T00:46:41Z
@PemakanNasi1,Ini pelawak,2026-01-03T00:44:57Z
@xxnuxx17,Makin akhir makin mewek😭😭😭😭,2026-01-03T00:42:29Z
@N-YOLO,"leluhur kita sudah menjalankan dari dulu namanya puasa mutih, dengan tidak memakan makanan yang berasa, tapi sayangnya generasi penerusnya dongo malah jadi mistis😅",2026-01-03T00:42:11Z
@UciBasing,TAIWAN sebentar lagi punah.. sehari cuma ada 8 bayi yang lahir,2026-01-03T00:41:25Z
@mcdankfc5586,Jadiin tamu rutin tiap bulan bang.. 😁🙏🏻,2026-01-03T00:40:12Z
@ikadesi3823,17:27 auto ngakak.. 😂😂,2026-01-03T00:38:02Z
@Salmahchanel22,Kereeeeeeeeennnnnnnnn bangeeetttt dr.gia ceritanya,2026-01-03T00:36:52Z
@manemazachanel2313,Endingnya gong banget .....bikin nangis.....terimakasih dokter dan bang Radit 🙏,2026-01-03T00:34:06Z
@fajarinifatwa-f8w,nonton sambil sarapannn,2026-01-03T00:32:48Z
@windadwishanti5912,Dr. Gia diajak stand up pasti pecah banget😅,2026-01-03T00:32:18Z
@pebry2110,"Podcast yg bener"" bisa di bayangkan kejadiannya",2026-01-03T00:31:59Z
@xxnuxx17,Ahhhh nangissss terharuuu pas dokter cerita dia mau ngadzanin bayiii🥹🥹🥹🥹😭😭😭,2026-01-03T00:31:21Z
@faromh,"4 kata lucu, ""lalat ijo parkir mundur"" 😂",2026-01-03T00:27:35Z
@muhammadzaidnuruddin5962,Sangat mengedukasi....terimakasih dokter Gia....,2026-01-03T00:26:05Z
@arini1996,Seru ih klo dngerin podcast sama dr gia 🤭🥰 sering2 yak,2026-01-03T00:25:09Z
@ayuliafardilasari155,Akhirnya ada tontonan seru d youtubeku,2026-01-03T00:24:03Z
@flowerpetals1749,"Terima kasih bang udah diundang lagi, lumayan ini udah 55 menit",2026-01-03T00:23:49Z
@HettiKim,Itu kenapa bisa banyak cacing pak dok ??,2026-01-03T00:22:27Z
@RahmadFareza,"Cara jelasinnya bagus bgt,,mudah dimengerti",2026-01-03T00:18:49Z
@sophiapopie5631,"Baca ceritanya d IG dokter Gia aja udah seru, apalagi denger dan lihat ekspresinya....seru dok",2026-01-03T00:18:43Z
@evalery7169,Podcast bareng dokter gia selama 5 jampun bakal gw tonton asik banget pembawaannya😅,2026-01-03T00:17:53Z
@Yulia2412,"Si dokter soft spoken. Selalu enak denger nya, dimanapun podcast nya.",2026-01-03T00:11:51Z
@SciEra-m4c,Nonton ni podcast sambil makan kupat tahu 🙂,2026-01-03T00:09:31Z
@uchakangkung5184,"Setiap pertanyaan bang dika dijawab ""aduh, lucu ..."" 😂 keren dr.Gia terus bercerita dan give the positive vibes!!🎉",2026-01-03T00:08:11Z
@annisaazzahrahsubroto3402,love dokter giaaa,2026-01-03T00:07:54Z
@vickyyuliestri6400,"Anak cantik berhoodie, hiduplah baik² ya dekati Alloh Ta'ala, cintai Dia, cintai dirimu...senantiasa km dlm penjagaan Alloh dunya akhirat 🤗",2026-01-03T00:07:45Z
@dinadee5862,"Tulisan dia aja bikin nyaman, apalagi lsg ini",2026-01-03T00:04:20Z
@aqilaazkaalmira7320,Yess🎉🎉🎉,2026-01-03T00:03:04Z
@mellyapriani4428,Alm.bapakku jg ngalamin semua yg dokter ceritain 🙈 emang se ngeri itu diabetes 🙈,2026-01-03T00:02:47Z
@vyncenevodka7478,"Batasi konsumsi manis, asin dan minyak",2026-01-02T23:54:56Z
@IchaRobin13,Suka bgt sm dr Gia... Penyampaiannya keren,2026-01-02T23:54:04Z
@gaiss27,"sering sering tentang kesehatan bang Radit, sangat mengedukasi, gamau tau nanti undang dr gia lagii bang radittttt",2026-01-02T23:53:57Z
@madebrawijaya2867,emang ga cocok liat video ini sambil makan😭,2026-01-02T23:51:36Z
@Perjalananifa,"Jari copot bener2 bisa terjadi di siapa aja. Punya tetangga yg anaknya kejepit pintu besi, jari manisnya copot nempel di pintu. Untung bapaknya sangat sigap, langsung anaknya ke UGD ples jari yg udh putus itu dibungkus tisu. Sempet sedih karna di hari ke-2 ada tanda pembusukan, artinya ngga bisa disambung. Tp berkat ikhtiar banyak orang, dicoba pake herbal china, jarinya membaik dan bisa nyambung lagi. Sampe sekarang anaknya SMA jarinya masih utuh, walopun tetap ada bekasnya",2026-01-02T23:51:03Z
@ninaherlina2270,Sukaaa bgt sama penjelasan dokter,2026-01-02T23:50:17Z
@ligwinadara,tengkyu bang radit .. dr gia,2026-01-02T23:47:36Z
@annfanisa,"nanti dulu ya bang, mau makan dulu, ntar balik lagi",2026-01-02T23:47:14Z
@mierinamutiasari6440,Ini kan nyeritain masalah kedokteran bikin ngilu tapi penyampaian enak banget didengar n bikin ngakak 😂😅,2026-01-02T23:47:04Z
@KimSoHyun33,Akhirnya kembali lagi 🎉,2026-01-02T23:44:05Z
@SijamHusna,"Sesi 1 rahim copot
Sesi 2 jempol copot 😱😨

Btw teman kosnya chill banget nunjukinnya",2026-01-02T23:42:35Z
@tyyaadip4118,"Pantesan suaranya gak asing, ternyata aku ngikutin di ig😅",2026-01-02T23:41:16Z
@gheaamaliagayatri5275,Sedih banget yg anak perempuan itu 😢.. kamu semangat ya...kamu pasti bisa!! Semua pasti terlewati walaupun memang sangat berat .di balik itu semua pasti ada suatu pembelajaran yg besar,2026-01-02T23:39:33Z
@lilikam3584,Lihat cuplikan d tiktok lngsung mluncur ksni😂,2026-01-02T23:36:44Z
@gressena6799,"gokill saling berkesinambungan, sebelum dr gia muncul dengan pemaparan medis / kedokteran nya tentang gula dll, bli ade rai juga udah sering menjelaskan melalui latihan beban otot dll,, keren kerennn",2026-01-02T23:36:07Z
@rezzaakbarsyabani9322,bang tolong undang sekaligus dr Gia dan dr Tirta ,2026-01-02T23:35:09Z
@naftalenlen,dr. Gia sepanjang cerita: 🤣😄😃☺️😅😆😂😁,2026-01-02T23:33:26Z
@NurAyni-j1h,Ke sini gara2 dedek masukin koin ke mulut di tiktok,2026-01-02T23:31:19Z
@Viani-i6e,"yang di tunggu"" akhir nya",2026-01-02T23:28:56Z
@Xygsu122,part 3 donggggggg😭,2026-01-02T23:27:32Z
@Serenityy02,"Ngiluu bngtt jempol copot, ngilu pt2 setelah rahim wkwkwk",2026-01-02T23:25:45Z
@karimahmunadiyah7761,"padahal uda ngira ga bakal ada cerita yg bikin lemes Alhamdulillah, eh trnyata msih ada yg bikin lemes selain masalah rahim waktu itu dan kena alat penghalus bakso atau apa lah waktu itu huhuu 48:33",2026-01-02T23:25:36Z
@purwanti2389,Kemaren rahim copot... Sekarang jempolnya yg copot...,2026-01-02T23:23:27Z
@AryatieYatie,"Aku udah lama g mkn MLM, minum manis itu jarang banget. Tp suka makanan manis, tp makan aku berantakan. Bisa g mkn nasi berhari hari tp ngemil yg manis manis, utk skrng ajh udh 4 hari 5 MLM cuma aku isi sate Padang+kupat. Blm aku isi nasi lg",2026-01-02T23:18:04Z
@kinorder,"Coba bang Radit,, dr Tirta dan dr  Gia diundang bareng. Seru pasti yaaa 😅",2026-01-02T23:13:32Z
@alfianstr,ko ga dilanjut ya itu keluarga yg gapunya suami tapi bisa hamil??,2026-01-02T23:13:04Z
@jadenaya7073,"Baru beberapa hari yg lalu kake sy meninggal jatuh di kamar mandi, punya riwayat darah tinggi, tp kesehariannya sehat sehat aja, itu juga baru pulang dari pasar, ga bilang apa apa, masuk kamar mandi terus jatuh, dan qodarullah meninggal ... Innailaihi wa innailaihi roojiuun..",2026-01-02T23:12:15Z
@kwik-kwik6292,Humble banget dokter nya... Ini dokter kesukaan anak2 sii😂,2026-01-02T23:10:08Z
@HestuSubhikaGarindi,"Ditutup dengan ending yang bikin aku banjir air mata, ah iya banget kita hidup pasti ga tau kapan dan gimananya. Jadi inget temen SDku yang belum lama ini meninggal, laki-laki udah punya posisi bagus di kantornya jarak rumah emang agak jauh sama kantor pagi-pagi berangkat naik motor terjadilah kecelakaan, sempet koma dan harus dioperasi karena pendarahan otak, tapi keluarga ga bersedia kepalanya dibuka, sempat sadar dan gak lama meninggal, dia ninggalin istri dan anak 1 yang masih usia 1 tahun. Rahasia ilahi banget tiap part cerita kita, semoga kita bisa terus bersyukur dan sehat di setiap sisi hidup kita saat menjalani aktivitas di dunia.",2026-01-02T23:02:54Z
@quarantinebabe3325,Wkwkwk nasi nangis,2026-01-02T23:02:26Z
@estapramanita3021,telat 10 jam,2026-01-02T22:59:52Z
@nurulfatriyah1222,Kesini gara2 liat tiktok ..penasaran soale cuma potongan 😂,2026-01-02T22:56:18Z
@retnowaris5714,"Mohon maaf, Radit jangan tertawakan sakit nya orang, ttg jempol hilang. Sangat tidak lucu, tetap pelihara rasa empati mu ya nak  karena kamu adalah role model nya generasi muda.",2026-01-02T22:53:40Z
@jadenaya7073,"Karena udah terbiasa dengan kehebohan di IGD, jadi udah biasa kayaknya ya dokter Gia, cerita aja sambil senyum senyum, padahal kita yg denger nya ngeri sampai merinding",2026-01-02T22:52:12Z
@rafirioputra173,Definisi Laki laki green flag,2026-01-02T22:52:06Z
@zulfaaaenisalis6917,"Makasih Dr semua ceritanya mudah bgt buat dipahamin, aku jadi bisa lebih aware lagi tentang gula. Dan inshallah mau merubah pola makan😊",2026-01-02T22:48:45Z
@tegarradjaathallah1227,wah asik,2026-01-02T22:42:23Z
@lindamumu6717,"Undang lagi ga 😂 awas ga, bagus informasi ny dan humornya😂",2026-01-02T22:27:07Z
@imazakiaa,Endingnya bikin nangis 😔😭,2026-01-02T22:25:09Z
@kei-cx9rz,bikin mood naik bgt dengerin dr gia 😊😊,2026-01-02T22:16:04Z
@yasircungkring317,LALAT IJO PARKIR MUNDUR 😅,2026-01-02T22:13:14Z
@Ernaalba,Bang Radit wajib undangan lagi sih ini mh dokter gia nya 🙏🙏🙏...seru bngt sumpah...yuk bisa yuk bng,2026-01-02T22:12:13Z
@dhittamarianneyusup9021,Plis part 3 baaaangg,2026-01-02T22:09:40Z
@jamalalun3233,"Dia ngejelasinnya excited bgt, kitanya jadi semangat ngedengerin..",2026-01-02T22:05:32Z
@AditttZ,ini dia dokter kita Dateng lagi,2026-01-02T21:51:11Z
@iSympo,Suananya tetap sama seperti sblmnya beliau bercerita dengan senyum tawanya gw yg denger tetep ngilu sekujur tubuh 😶,2026-01-02T21:45:52Z
@arjunasyahada,"51:22 ga kebayang kalau terjadi didepan mata, rasa sakit nya kehilangan orang yang disayang🥲",2026-01-02T21:29:17Z
@IANDPR90,"Dari video ini ada beberapa hal yang bisa jadi pembelajaran buat hidupku
1. Jaga pola makan dan pola hidup, kurangi konsumsi gula berlebih dan harus sering minum air putih 
2. Kejadian uang koin itu bikin aku mikir bahwa kita jangan lengah sama perilaku anak, untung koinnya masih bisa diambil naudzubilah kalo koin tersebut malah masuk ke saluran pernapasan 
3. Cerita terakhir bikin aku mikir kalau kehidupan di dunia itu memang harus sangat disyukuri, banyak orang yang masih pengen hidup namun apa daya mungkin sudah tidak bisa bertahan karena penyakit sehingga harus rela melepaskan keinginan hidupnya. 
Thanks to dr. Gia untuk semua pengalaman dan pembelajaran hidupnya",2026-01-02T21:18:11Z
@ridwan_tricks,"Informasi dan ilmu dari dokter yang disampaikan lewat konten menghibur seperti ini bisa menjadi harapan agar kedepan gak sampai masuk ruang IGD , dsb.

Terimakasih Bang Radit dan Dokter Gia😇",2026-01-02T21:11:48Z
@arbettgaming854,"pernah ngalami pada saat liburan ke magetan (saat itu umur msh anak2), ada penjual tahu sumedang yg keliling & aku beli tahu nya.....kebiasaan ku waktu kecil itu kan klo mau makan cabe nya itu gapernah aku kunyah tp aku gigit & lgsg ku telan cabenya, tp saat itu aku keliru nelan yg harusnya cabe nya ku telan tp malah tahu nya ke telan akhirnya nyangkut di tenggorokan yg menyebabkan aku gabisa bersuara & bernafas....Alhamdulillah nya pada saat itu aku lgsg dibawa kebut naik motor ke RS Sayidiman Magetan & akhirnya msh tertolong ❤❤

terimakasih banyak untuk dokter yg bertugas di RSUD Sayidiman Magetan khususnya & semua dokter pada umumnya yg telah menyelamatkan berjuta juta manusia dari ambang batas antara kematian & kehidupan ❤❤",2026-01-02T21:04:21Z
@MutiaPutri-iy1um,dokteeer,2026-01-02T21:02:25Z
@Dea-hb9qs,buat series dr gia baang,2026-01-02T21:01:03Z
@atmaja526,daging ni,2026-01-02T20:44:04Z
@TabithaAuliaD,"kalo denger2 cerita dr Gia, karna pembawaannya excited dan lucu. kita mau ikutan ketawa, tp satu sisi sungkan bgt. gaenak sama pasiennya wkwkwk",2026-01-02T20:40:09Z
@s.mergas,"cukup padet juga ini isinya
rasanya kyk bersalah kalau ga beneran disimak atau ga dicatet wkwkw",2026-01-02T20:35:53Z
@KevinWong-b2e,"Gini dong durasinya, kmren kurang lama 😂",2026-01-02T20:29:59Z
@rizkyewardhana318,Niat hati nonton buat tmen tidur malah gabisa tidur nonton sambil merem cuma dengerin suaranya aja udah kebayang yg diomongin saking serunya aih mana udah jam 04.15 wita lagi nanti begawi pula gimana ini wkwk,2026-01-02T20:16:09Z
@DwinRifki,Akhirnya mellow banget 😢😭,2026-01-02T20:04:54Z
@susiutari8796,Keren bgt podcaste ini.. daging semuaa🎉🎉,2026-01-02T19:58:55Z
@pahril_15,Sumpah seru banget,2026-01-02T19:57:59Z
@hulkbhai1273,"Gemes parahhh 😭✨ kayak jackpot gue semalem di 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, ga boong 😆🔥",2026-01-02T19:56:44Z
@ChulaMajhi-r6t,Mau gue simpen di kantong! Tapi kantongnya udah penuche cuan dari 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 😝💸,2026-01-02T19:55:42Z
